,pbmc_1,pbmc_10
TAAR6,0.0,0.0
TAAR8,0.0,0.0
TAAR9,0.0,0.0
TAB1,18.414394,15.4030784
TAB2,84.925803,61.9801053
TAB3,8.39034000003109,6.104549976
TAC1,0.0,0.0
TAC3,0.0,0.321614
TAC4,0.0,0.201982
TACC1,25.67671034,22.04565771618
TACC2,0.01394768,0.0379353
TACC3,61.238415,73.702075
TACO1,14.5019,12.1151
TACR1,0.0,0.0
TACR2,1.04367,0.284783
TACR3,0.0,0.0
TACSTD2,0.245608,0.0482299
TADA1,6.97613,6.170184
TADA2A,3.787233,2.87405
TADA2B,42.4984,34.648436
TADA3,67.093733,65.438703
TAF10,259.031,277.272
TAF11,17.59037,15.06295
TAF12,37.982295,34.945988
TAF13,4.63782,4.13712
TAF15,143.963979,146.4015702
TAF1A,2.957464,1.140307
TAF1B,5.396886,2.8243492949
TAF1C,6.40185595,5.31709600010827
TAF1D,50.0608,41.31446
TAF1L,0.147338,0.0991225
TAF1,9.5797850285522,6.3652473
TAF2,5.26181,3.40435
TAF3,23.3372,18.4194
TAF4B,3.48485,2.91838
TAF4,12.0043,10.1793
TAF5L,12.80297,10.11071
TAF5,2.919609,1.48255
TAF6L,12.907367,14.107964
TAF6,34.5544450033036,27.1802050006204
TAF7L,0.0415242,0.0795754
TAF7,91.7176,64.7955
TAF8,9.294701,7.9280668
TAF9B,8.83996,6.23693
TAF9,57.35456,47.231799
TAGAP,59.27002,43.01578
TAGLN2,695.86139,876.897534
TAGLN3,0.0,0.0847694
TAGLN,5.342627,13.820035
TAL1,1.799986,6.872318
TAL2,0.0,0.0
TALDO1,435.12938,533.365029
TANC1,0.4158173,0.0164421
TANC2,2.761303883912,1.67898116
TANK,29.96894,27.8363
TAOK1,7.47036071699,4.488312
TAOK2,17.147732,13.7775020024523
TAOK3,45.5193919,34.00716
TAP1,113.9384,137.1171
TAP2,58.1415089,68.7159047972
TAPBPL,38.52861,39.260177
TAPBP,185.800844,226.6032408
TAPT1,9.64830400010014,8.07521103001646
TARBP1,5.79809,4.36538
TARBP2,18.00447637,15.290019
TARDBP,21.606196,16.7757000105811
TARM1,0.0807557,0.0689822
TRGC1,77.838239,29.2995130981106
TARS2,11.56187,9.919504
TARSL2,8.976689,7.907414
TARS,22.7173845,17.514652
TAS1R1,0.0181415,0.0
TAS1R2,0.0,0.0
TAS1R3,0.770858,0.152802
TAS2R10,0.0,0.0
TAS2R13,0.0,0.0
TAS2R14,0.0,0.0
TAS2R16,0.0,0.0
TAS2R19,0.0201414,0.0841131
TAS2R1,0.0,0.0
TAS2R20,0.414743,0.273921
TAS2R30,0.075169,0.0856133
TAS2R31,0.0880625,0.0
TAS2R38,0.0,0.0
TAS2R39,0.0,0.0
TAS2R3,0.0,0.0
TAS2R40,0.111408,0.0
TAS2R41,0.0,0.0
TAS2R42,0.0,0.0
TAS2R43,0.245062,0.0
TAS2R46,0.0,0.0
TAS2R4,0.100589,0.0
TAS2R50,0.0,0.0
TAS2R5,0.0155483,0.324658
TAS2R60,0.358628,0.0
TAS2R7,0.0,0.0
TAS2R8,0.0,0.0
TAS2R9,0.0,0.0
TASP1,4.239468,2.65168765
TATDN1,31.46454,24.60835
TATDN2,39.998909,31.72343
TATDN3,9.438818,9.262288
TAT,0.346474,0.281266
TAX1BP1,72.77638,62.31511
TAX1BP3,36.9379,45.5725664
TAZ,27.671865,27.63838
TBC1D10A,33.685423,31.677935
TBC1D10B,32.157985,32.09833
TBC1D10C,113.6216,96.46925
TBC1D12,1.66341,1.20945
TBC1D13,17.336259176,12.361536
TBC1D14,44.26401,39.00208
TBC1D15,19.787794,13.6688400041693
TBC1D16,1.7117413,0.736474
TBC1D17,28.94828,28.817136
TBC1D19,1.52197,0.453779
TBC1D1,34.08662,30.638133
TBC1D20,13.63629,13.6104
TBC1D21,0.0,0.0
TBC1D22A,44.8643000358096,44.331024862065
TBC1D22B,8.098192,7.069364
TBC1D23,8.80199,5.49239
TBC1D24,2.3005290249385,1.924012
TBC1D25,12.6212777,11.26363066517
TBC1D26,0.0,0.0357246
TBC1D28,0.0,0.0
TBC1D29,0.0154222,0.0
TBC1D2B,10.659926,7.755759
TBC1D2,15.498679,19.462556
TBC1D3B,0.0,0.0
TBC1D3C,0.0,0.574151
TBC1D3H,0.0,2.63505e-06
TBC1D3L,6.833626,7.461473
TBC1D4,17.79804,12.1487500665309
TBC1D5,20.754914,15.097891
TBC1D7,7.9111581,11.6218227
TBC1D8B,4.424339,2.84296
TBC1D8,6.969472,5.305256
TBC1D9B,37.687176643212,40.224929
TBC1D9,13.6828,9.90524
TBCA,151.5825172,165.072866
TBCB,103.6724,102.1278
TBCCD1,7.3770672,3.87466
TBCC,43.7787,40.2856
TBCD,33.53015,39.161294
TBCEL,4.015228,2.18167609093
TBCE,7.6156213,6.979366
TBCK,7.14243124312,3.782646444791
TBK1,14.4545,10.7736
TBKBP1,6.83255,5.4346
TBL1XR1,15.500553,11.56349
TBL1X,18.4229523,14.10427
TBL1Y,0.0,0.0
TBL2,10.0468990008002,7.67558477655488
TBL3,23.116513,20.4211942
TBPL1,17.226,11.872679
TBPL2,0.0,0.0
TBP,7.62321,4.80004
TBR1,0.0,0.0
TBRG1,13.190843,11.253803
TBRG4,23.000369,20.2120360265314
TBX10,0.0,0.0
TBX15,0.0,0.0173477
TBX18,0.0,0.0
TBX19,2.213712,2.62856
TBX1,0.173645,0.1871005
TBX20,0.0,0.0
TBX21,21.6271,15.8084
TBX22,0.0,0.0
TBX2,0.0,0.0
TBX3,0.0,0.0
TBX4,0.0,0.0
TBX5,0.0,0.0
TBX6,1.357796,1.395773
TBXA2R,2.965127,2.399794
TBXAS1,101.240469,142.425098
TC2N,30.84115,16.47091834761
TCAM1P,0.0664315,0.0982541
TCAP,0.618785,0.697643
TCEA1,85.3161632,62.15960864372
TCEA2,13.861249,13.6971024
TCEA3,16.18728,17.020167
TCEAL1,8.16977,5.945138
TCEAL2,0.688902,0.380891
TCEAL3,14.5733,12.30054
TCEAL4,16.340964,18.952795
TCEAL5,0.0,0.154388
TCEAL6,0.0,0.0
TCEAL7,0.0,0.0
TCEAL8,31.8867,24.44467
TCEANC,3.88045,3.503276
TCEB1,59.4741,56.98396
TCEB2,228.4105,269.376
TCEB3B,0.0,0.0
TCEB3C,0.0,0.0
TCEB3,11.9659,9.32916
TCERG1L,0.0194326,0.0610485
TCERG1,9.2763873,6.761063
TCF12,15.2842158164398,11.096337700249
TCF15,0.0,0.0
TCF19,5.72789,5.5978
TCF20,13.55272,11.2126790917
TCF21,0.0541795,0.0953912
TCF23,0.0,0.0
TCF25,90.81869,91.437825
TCF3,39.8846705,38.959251
TCF4,8.59720829879704,6.5572756172891
TCF7L1,0.132581,0.0958747
TCF7L2,4.89344884979531,6.72582512822502
TCF7,385.20424,287.0666
TCFL5,9.461979,7.041394
TCHHL1,0.0,0.0
TCHH,0.00722466,0.0429675
TCHP,16.23861,14.60729
TCIRG1,109.32017,162.63295
TCL1A,50.867,72.772
TCL1B,0.813686,1.136172
TCL6,3.3386141,2.42842200226037
TCN1,1.27421,0.0
TCN2,15.1408000127276,23.438862
TCOF1,19.9967793,18.244398
TCP10L2,0.0,0.0
TCP10L,0.0904951,0.0294579
TCP10,0.0139854,0.0410603
TCP11L1,5.4690041372,4.751531
TCP11L2,11.981128,10.228838
TCP11,0.0206477,0.0
TCP1,58.558538,55.4974700065025
TCTA,35.4824,30.1209
TCTE1,0.188559,0.107379
TCTE3,0.186323,0.15112
TCTEX1D1,0.0,0.0
TCTEX1D2,10.1688,7.1152
TCTEX1D4,0.28506,0.129713
TCTN1,5.34340703564949,5.16111000888586
TCTN2,2.12702036,1.82492000419208
TCTN3,12.018401378,12.434821
TDGF1,0.364079,0.222422
TDGF1P3,0.0893459,0.117871
TDG,17.178727,13.43393
TDH,0.0,0.0672114
TDO2,0.0,0.0
TDP1,11.817244201833,7.673738
TDP2,29.370102,20.3508
TDRD10,0.0,0.0
TDRD12,0.3277052,0.0353317
TDRD1,0.155277300052346,0.116640000025331
TDRD3,8.364190965,7.97303300009657
TDRD5,0.0,0.0
TDRD6,0.061516400953519,0.0184890000824993
TDRD7,5.96331700152578,5.273126
TDRD9,1.069381,1.11281
TDRG1,0.0,0.0
TDRKH,5.37526464,3.09326110216435
TEAD1,0.0,0.0
TEAD2,0.6148564,0.733682
TEAD3,0.05637523,0.03004
TEAD4,0.0,0.0
TECPR1,19.40953,12.997604
TECPR2,7.08934,6.32266
TECRL,0.0,0.0
TECR,101.883181,91.280759
TECTA,0.173358,0.0486018
TECTB,0.0,0.0
TEC,1.19854,1.10115
TEDDM1,0.0225855,0.0483104
TEF,3.3015408009897,2.3953600016316
TEKT1,0.0,0.0
TEKT2,0.0,0.0
TEKT3,0.0987697,0.0
TEKT4,0.0,0.278469
TEKT5,0.0438901,0.0
TEK,0.0647966,0.0
TELO2,13.072285,13.782839
TNS2,0.360572,0.850257
TEP1,6.6970222,8.493485
TEPP,0.275901,0.698301
TERF1,12.60677,10.38279
TERF2IP,74.3708,67.3604
TERF2,18.784428,11.901818
TERT,0.0,0.0137699
TESC,27.61606,52.02638
TESK1,18.39275,21.2515
TESK2,5.4618961183,5.65695900995442
TES,83.35354331675,65.14165693
TET1,1.083954,1.5639
TET2,8.4651463,6.754271
TET3,9.8025758,8.75957
TEX101,0.0307612,0.00471916
TEX10,8.317029,4.792075
TEX11,0.0838718,0.00215184
TEX12,0.20543,0.402955
TEX13A,0.0,0.0
TEX13B,0.0,0.0
TEX14,0.08545314545,0.06389947579
TEX15,0.0,0.0
TEX19,0.0,0.0
TEX261,33.4755,30.2627
TEX264,67.30273,60.352864
TEX28,0.0,0.0
TEX2,6.649450125133,6.37456000030849
TEX9,0.776087,0.294076
TFAM,20.00361,16.24027
TFAP2A,0.0450434,0.037723823
TFAP2B,0.0,0.0
TFAP2C,0.0,0.0024707
TFAP2D,0.0,0.0
TFAP2E,1.00103,0.359104
TFAP4,13.1555,9.69582
TFB1M,5.68019,5.18273
TFB2M,5.80113,4.605238
TFCP2L1,0.0909296,0.1619207
TFCP2,25.266984,20.5869644
TFDP1,51.68771,42.18646
TFDP2,8.73543400720507,5.99809000010146
TFDP3,0.0,0.00398479
TFE3,28.354211,31.8184
TFEB,47.4775926,58.3258190169498
TFEC,3.832415758,2.9046125446
TFF1,0.0,0.0
TFF2,0.0,0.0
TFF3,0.0831199,0.220894
TFG,23.07107,21.82608
TFIP11,14.913123,11.60577
TFPI2,0.0,0.0
TFPI,0.060114,0.1940379
TFPT,21.041893,20.32211
TFR2,2.169573,1.28533
TFRC,12.1230500284557,7.917644463
TF,0.02263023,0.0
TGDS,4.27915,1.933637
TGFA,2.9983928,1.89682962394
TGFB1I1,0.333504194,1.63855
TGFB1,454.3,517.525
TGFB2,0.1896751,0.2256524
TGFB3,0.759104,0.9240778
TGFBI,263.149093,429.91688
TGFBR1,17.9396660683057,10.196366085
TGFBR2,73.4515,63.9228
TGFBR3,17.64192261783,9.776745
TGFBRAP1,17.35599,14.013
TGIF1,21.648563,15.5678127
TGIF2LX,0.0,0.0
TGIF2LY,0.0,0.0
TGIF2,14.3289,10.8026
TGM1,0.0816225,0.282882
TGM2,2.7488113191,2.133029
TGM3,0.0390918,0.0346293
TGM4,0.0638636,0.0264499
TGM5,0.0533574,0.0
TGM6,0.0,0.0
TGM7,0.0,0.0
TGOLN2,102.719294631838,103.6074591
TGS1,8.573766,7.37379
TG,0.1580129,0.042532217854
NELFCD,40.184696,34.171997
THADA,7.7176008,6.847756909186
THAP10,0.147107,0.0
THAP11,86.472,78.154
THAP1,8.382775,7.7423
THAP2,0.955905,0.869032
THAP3,11.171721,11.329816
THAP4,33.94897,34.1073
THAP5,8.422754,5.606655
THAP6,3.6278872,2.9831554
THAP7,26.380098,22.665302
THAP8,5.5802,3.132737
THAP9,0.8015152,0.744927
THBD,4.593509,1.779239
THBS1,3.63477,6.72713
THBS2,0.169392,0.199697
THBS3,3.9308330294944,3.5454975
THBS4,0.0466638,0.0984314
THEG,0.0,0.0
THEM4,28.38674,23.01127
THEM5,2.25206,0.997489
THEMIS,24.522693,16.89949
THG1L,18.3456,15.8458
THNSL1,1.6872,0.62212
THNSL2,0.908336500461199,2.0481092
THOC1,6.33878,4.865582
THOC2,54.4536087,49.11195
THOC3,17.13048,16.05285
ALYREF,104.478,122.672
THOC5,20.976938,21.827150000243
THOC6,29.7864,30.70095
THOC7,62.31292,64.5381
THOP1,15.511696,12.905812
THPO,0.0,0.0
THRAP3,34.59376,23.996337
THRA,20.51436,15.237087101
THRB,0.3635509499,0.137488538437
THRSP,0.0,0.0809488
THSD1,0.1704617,0.157693
THSD4,0.0112588,0.0911592
THSD7A,0.018646,0.0
THSD7B,0.0,0.0
THTPA,8.065798,9.490068
THUMPD1,22.08728,17.0110168
THUMPD2,5.217888,3.3452736867
THUMPD3,8.8074,6.27943
THY1,0.0,0.0
THYN1,42.17647,35.657342
TH,0.0,0.0
TIA1,22.6690034,18.3192512
TIAF1,0.514787,0.781562
TIAL1,30.075039167569,24.241322
TIAM1,9.689197,8.562323
TIAM2,0.40105,0.8028127
TICAM1,15.0706,16.491
TICAM2,5.312,5.02059
TIE1,0.624468,0.528958333942
TIFAB,0.546324,0.228684
TIFA,9.57398,9.95846
TIGD1,4.21381,2.85871
TIGD2,2.17951,1.74754
TIGD3,1.71612,1.48967
TIGD4,0.0,0.0736551
TIGD5,10.9574,11.4677
TIGD6,0.5622844,0.604058
TIGD7,3.27138,2.72263
TIGIT,19.3438,7.24434
TIMD4,0.491782,0.325994
TIMELESS,3.9149281,4.564977
TIMM10,38.913,18.818
TIMM13,29.0988,30.3849
PAM16,19.3004,19.3717
TIMM17A,14.8177,10.1114
TIMM17B,46.57997,48.06339
TIMM22,21.6443,15.6732
TIMM44,16.7898,15.0338
TIMM50,18.969844,20.624402
TIMM8A,3.423039,3.16625
TIMM8B,80.76703,70.22112
TIMM9,31.78367,30.55107
TIMP1,219.719968,235.331341
TIMP2,63.80510016,77.3096972
TIMP3,0.110193,0.00836692
TIMP4,0.0,0.0
TINAGL1,0.352892,0.168474
TINAG,0.0997853,0.030611
TINF2,61.40935393,51.8631180000987
TIPARP,14.853,9.6114885
TIPIN,2.5133,1.95863
TIPRL,20.317104,16.75035
TIRAP,5.618791,4.826082
TJAP1,15.8250327,12.194574
TJP1,0.002597532686,0.0
TJP2,7.446893524785,7.552225
TJP3,4.98733000126922,1.66209
TK1,5.54545,3.81306
TK2,16.090173,17.772382
TKTL1,3.560889,2.61234
TKTL2,0.0,0.0614123
TKT,561.552420004669,868.3509053313
TLCD1,0.409087,0.380507
TLE1,10.226199004887,10.545847088229
TLE2,8.657721,7.55303400009405
TLE3,33.4286764,29.557824318
TLE4,23.287862102015,18.5293200000154
TLE6,0.0818973,0.141642
TLK1,28.4013195,21.6165949810805
TLK2,9.191734165776,8.110996
TLL1,0.0,0.0
TLL2,0.0104254,0.0
TLN1,185.37888,161.651403
TLN2,0.2585524,0.1267885
TLR10,4.88119823,3.92354
TLR1,9.65996,6.2633
TLR2,20.586393,28.03608132857
TLR3,0.5168996,0.0414592
TLR4,20.70051,16.56768
TLR5,8.32625,7.77679
TLR6,3.21592,2.10686
TLR7,5.59278,8.34163
TLR8,22.46553,15.30531
TLR9,2.9868843,2.20372
TLX1NB,0.0,0.0
TLX1,0.016642,0.0
TLX2,0.020102,0.0
TLX3,0.0,0.0
TM2D1,15.5646,15.7738
TM2D2,7.2396,6.760731
TM2D3,13.333083,17.2666027
TM4SF18,0.0,0.0
TM4SF19,0.4440989,0.427721
TM4SF1,0.0729713,0.075195
TM4SF20,0.282189,0.0696394
TM4SF4,0.0,0.0
TM4SF5,0.0,0.0
TM6SF1,11.734837,14.042573
TM6SF2,0.0,0.0
TM7SF2,4.728877,4.940364
TM7SF3,16.4902,12.6315
DCSTAMP,0.0,0.0
TM9SF1,16.929065,17.585582
TM9SF2,92.61487,87.0593
TM9SF3,34.321742,24.683744
TM9SF4,36.309903,32.4169
TMBIM1,82.13857,81.495891
TMBIM4,45.363718,63.052383
TMBIM6,419.964865,326.4800097021
TMC1,0.11099,0.0295301
TMC2,0.0111428,0.0
TMC3,0.06842815,0.07593912
TMC4,1.75749920322,0.70115701883
TMC5,0.219137,0.193548
TMC6,119.842803,109.395087
TMC7,0.346197,0.2875196
TMC8,111.713984,89.671599
TMCC1,5.87687,4.88721
TMCC2,1.2144597089165,2.19739610039971
TMCC3,4.64511,3.11577728
TMCO1,17.860458,14.188481
TMCO2,0.0,0.0
TMCO3,16.721052,17.14017
TMCO4,9.857484202939,9.063103
TMCO5A,0.0,0.0
TMCO6,7.86433,6.361765
TANGO6,6.682054,4.795074
TMED10,82.206582,62.489191
TMED1,20.7449,22.1575
TMED2,119.756,105.867
TMED3,44.500714,45.811418
TMED4,64.11682,49.47169
TMED5,24.44752,19.844344
TMED6,0.37956,0.394376
TMED7-TICAM2,1.00229000298486,1.18829
TMED7,26.81746,22.16126
TMED8,5.826728,5.507098
TMED9,122.694,139.204
TMEFF1,0.762325,0.452664
TMEFF2,0.0,0.0
TMEM100,0.0,0.0
TMEM101,27.3946,28.750266
TMEM102,15.1341,13.24655
TMEM104,9.36777902,6.687379
TMEM105,0.156288,0.0806874
TMEM106A,5.69453,5.01835
TMEM106B,10.674094,6.86119
TMEM106C,15.60834,12.187071
TMEM107,7.9030788,5.267505
TMEM108,0.118439,0.0673375
TMEM109,97.8277,78.064
TMEM110,8.274378,8.05539
EMC3,51.93928,54.76346
TMEM114,0.0,0.0
TMEM115,22.1357,20.6982
TMEM116,6.3337769,4.4806563
TMEM117,0.7953259812192,0.93197
TMEM119,0.9086045,1.545745
TMEM11,19.79991,22.76358
TMEM120A,31.785424,47.81952
TMEM120B,2.407572,1.9069627617
TMEM121,3.87761,2.3386
TMEM123,271.787,199.9439491
TMEM125,0.215445,0.0866442
TMEM126A,27.1546,25.4378
TMEM126B,25.254474,17.4664452
TMEM127,47.8899,49.7593
TMEM128,19.285442,17.523929
TMEM129,21.768,23.15131
TMEM130,0.283072,0.251932
TMEM131,20.274184,20.292645
TMEM132A,0.28715909,0.1223743
TMEM132B,0.0304714,0.046127
TMEM132C,0.0320767,0.0013531
TMEM132D,0.0423387,0.080369
TMEM132E,0.10303,0.0330974
TMEM133,0.417017,0.061169
TMEM134,42.113833,37.294017332994
TMEM135,2.5953070127624,2.395399
TMEM136,0.30022724,0.17178
TMEM138,15.03152,12.582159
TMEM139,0.255782,0.1514871
TMEM140,11.0401,16.349
TMEM141,43.6904,48.9223
TMEM143,5.27165406438077,2.82140707837753
TMEM144,0.796245,1.1502308
TMEM145,0.0395764,0.0
CATSPERD,0.974905,0.73065
TMEM147,76.762516,87.6747
IGFLR1,71.80839,52.955305
TMEM14A,8.85303,4.62311
TMEM14B,86.197458,77.086176
TMEM14C,66.638559,65.275606
TMEM150A,11.407895,12.024994
TMEM150B,8.265909,12.8203070011316
TMEM150C,0.00930756,0.035336
TMEM151A,0.0,0.0
TMEM151B,0.0885276,0.041232
TMEM154,22.8864,14.4942
TMEM155,0.0240171,0.0
TMEM156,8.40112,5.5023700833683
TMEM158,1.03911,2.80627
TMEM159,11.555451,11.802012
TMEM160,90.1994,108.212
TMEM161A,13.20310577143,13.64246
TMEM161B,7.025507,4.569865
TMEM163,0.458053,0.4885698
TMEM164,30.02113,33.9651
TMEM165,31.0437,23.4052
TMEM167A,24.5138,21.1944
TMEM167B,43.6448000261664,41.8971000082703
TMEM168,4.466643,3.0671
TMEM169,0.8848356786,0.5702648
TMEM170A,11.09732850062,7.112455
TMEM170B,8.39334,8.20802
TMEM171,1.028352,0.25694006
TMEM173,85.1042,80.7781
TMEM174,0.0,0.0
TMEM175,17.664579,17.484402
TMEM176A,15.094,30.5907
TMEM176B,22.717,48.390274
TMEM177,2.7691395,1.974981
TMEM178A,0.0,0.0
TMEM179B,60.1513,64.261
TMEM179,0.0,0.0
TMEM17,0.4150736,0.5187934
MFSD13A,6.569106,5.99444
TMEM181,5.53411,4.6520041
TMEM182,1.588998,0.620879
TMEM183A,75.03374,73.1132700004712
TMEM184A,0.07617690522249,0.009324100203973
TMEM184B,15.457996,11.616222
TMEM184C,6.79307,5.24673
TMEM185A,8.069699,10.69666
TMEM185B,9.62686,9.79716
TMEM186,5.53444,2.71475
TMEM187,6.27342,4.21315
CNEP1R1,7.75229,6.845633
TMEM189-UBE2V1,5.14954e-10,1.08066
TMEM189,22.956996,24.6072200002559
TMEM18,20.10394,17.46964
TMEM190,0.0629557,0.143406
TMEM191A,1.60331,2.01939
TMEM192,6.95665,5.44811
NEMP1,2.6241476625,2.29624
NEMP2,5.8695,2.993994
AGMO,0.152604,0.0547431
TMEM196,0.0,0.0
TMEM198,0.126377,0.100292
TMEM199,17.898,15.7902
TMEM19,15.718856,14.370352
TMEM200A,0.7885673,0.396903
TMEM200B,0.0,0.0
TMEM200C,0.0,0.0
TMEM201,3.131074,2.743151
TMEM202,0.0,0.0
TMEM203,61.0081,64.7307
TMEM204,32.11408,19.98566
TMEM205,58.19238,95.56917
TMEM206,8.85397,9.21322
TMEM207,0.0,0.0
TMEM208,29.382944,30.92778
TMEM209,12.572064,8.724476307542
SLC35G1,2.65642218786085,1.5584383
TMEM211,0.0,0.0
TMEM212,2.91132,3.14577
TMEM213,0.27262,0.3058389
TMEM214,27.75845,25.95899
TMEM215,0.0,0.0
TMEM216,15.0527,11.00185
TMEM217,0.2069383,0.116169
TMEM218,12.230804,11.536279
TMEM219,125.57964,169.95821
TMEM220,2.626568,2.289357
TMEM222,30.706452,30.711258
TMEM223,12.3758,13.3637
TMEM225,0.0,0.0
TMEM229A,0.0,0.0
TMEM229B,12.034862,11.6143
SLC35G2,0.0536585,0.0
TMEM231,0.711762,0.1799844
TMEM232,0.0974035,0.0
TMEM233,0.0,0.0
TMEM25,7.353477,6.4013950302763
TMEM26,0.0,0.0
TMEM27,0.0563438,0.0
TMEM2,14.7674710002656,12.27882812768
TMEM30A,51.12751,42.1431257
TMEM30B,1.97409,2.301912
TMEM30C,0.0,0.0
TMEM31,0.0,0.0
TMEM33,6.388907,5.914496
TMEM35,0.0169751,0.00321852
TMEM37,0.0732389,0.027805
TMEM38A,4.85945,3.39154
TMEM38B,6.60333,6.13592
TMEM39A,4.77895,3.48566
TMEM39B,21.06031,19.29897693626
TMEM40,1.7615091,4.98614793408
TMEM41A,6.973836,5.776913
TMEM41B,2.705418,1.83364
TMEM42,21.2693,18.6224
TMEM43,33.473413,37.061692
TMEM44,0.784891500809326,0.4889746
TMEM45A,8.56107,6.18575
TMEM45B,2.31641,1.607476
TMEM47,0.0,0.0
NDC1,4.845510139816,4.050380470515
VMP1,80.819444609549,89.35053
TMEM50A,93.384944,74.9591286
TMEM50B,19.789361,16.59161
TMEM51,2.0106264,1.651624
TMEM52,0.244837,0.0
TMEM53,6.096518629,7.206191
TMEM54,0.0,0.273242
TMEM55A,10.3045,9.74152
TMEM55B,15.6333,16.75337
TMEM56,0.16789,0.164462
TMEM57,8.961652,6.444415
TMEM59L,0.0656668,0.087256
TMEM59,124.560741,119.306834
TMEM5,9.20454,8.63909
TMEM60,11.0461,11.5463
TMEM61,0.0,0.0
TMEM62,4.72088,3.775008
TMEM63A,25.379941,20.4002
TMEM63B,3.304178953273,3.966915
TMEM63C,0.86677,1.177851
TMEM64,4.419155,3.373619
TMEM65,8.07889,7.28387
SARAF,631.51597,579.74568
TMEM67,1.7593781,1.647138
TMEM68,4.01487,4.23833
TMEM69,21.1534,19.6934
TMEM70,16.90168,14.66911
TMEM71,47.84081,52.334294
TMEM72,0.0,0.0
TMEM74,0.0,0.0
TMEM79,4.625343,4.360518
TMEM80,16.510200497276,12.4817
TMEM81,2.26993,1.64751
TMEM82,0.0,0.0
EWSAT1,0.0,0.0409769
EMC4,76.979246,65.668308
TMEM86A,1.37595,1.01855
TMEM86B,6.13769,4.85861
TMEM87A,25.749933,21.246869
TMEM87B,12.3346,9.20452
TMEM88B,0.0,0.0
TMEM88,1.26895,1.12936
TMEM89,0.0,0.0
TMEM8A,29.7352,23.85028
TMEM8B,7.294707,7.45308827
TMEM8C,0.0,0.0
SYNDIG1L,0.0,0.0
SYNDIG1,0.0,0.0
TMEM91,21.148082,25.46931574
TMEM92,0.0,0.0
EMC6,44.50826,48.3776
TMEM95,0.0,0.0
TMEM97,3.47621,2.674
TMEM98,0.0,0.128566
TMEM99,1.45183,0.628545
TMEM9B,59.94601,52.07920185156
TMEM9,27.0667216,19.3110124
TMF1,10.49936,7.456694573
TMIE,1.63421,1.683579
TMIGD1,0.0,0.0
TMIGD2,25.9371,29.7002
TMLHE,8.16842,7.15923
TMOD1,1.0241,1.094202
TMOD2,2.7288720204984,1.99987751565
TMOD3,45.964467,32.6457
TMOD4,1.394800285818,0.860449
TMPO,71.92672,51.806669
TMPPE,0.671443,0.66503
TMPRSS11A,0.0,0.0
TMPRSS11B,0.0737582,0.0928399
TMPRSS11D,0.014299,0.0
TMPRSS11F,0.0,0.0
TMPRSS12,0.122129,0.0936106
TMPRSS13,1.317195,0.560238
TMPRSS15,0.0131857,0.0
TMPRSS2,0.0,0.0
TMPRSS3,1.1828738,0.943479
TMPRSS4,0.0103508835636,0.0
TMPRSS5,0.0284487,0.0
TMPRSS6,0.0381309,0.065278173
TMPRSS7,0.0494214,0.0760373
TMPRSS9,0.0219427,0.0355707
TMSB10,6232.47,6743.99
TMSB15A,0.0,0.301448
TMSB15B,2.039064,1.298343
TMSB4Y,0.201689,2.46997
TMTC1,1.1394275,1.124497582
TMTC2,2.410013,2.168826
TMTC3,1.03361,0.970635
TMTC4,2.26242802,1.85641
TMUB1,67.77217,67.746728
TMUB2,24.987232,23.318015
TMX1,24.071217,20.238062
TMX2,43.03071,37.90549
TMX3,13.1209082,9.04870736933
TMX4,41.2897,36.3256
TNC,0.00771961,0.0214921
TNFAIP1,4.85602,4.80184
TNFAIP2,83.70296,69.29053
TNFAIP3,99.24381,72.05342
TNFAIP6,0.0124673,0.421255
TNFAIP8L1,14.3227,15.9831
TNFAIP8L2,34.7526,27.6885
TNFAIP8L3,0.415626,0.438391
TNFAIP8,102.7102493,67.6426700493725
TNFRSF10A,7.54636,5.30119
TNFRSF10B,13.764430339134,13.4736510406569
TNFRSF10C,12.046765,11.659184
TNFRSF10D,8.00473,7.70662
TNFRSF11A,0.841621,0.584774
TNFRSF11B,0.11252,0.186833
TNFRSF12A,0.918539,1.892988
TNFRSF13B,7.98116,5.752577
TNFRSF13C,11.0844,15.62596
TNFRSF14,99.174555,133.898432
TNFRSF17,8.882269,1.949133
TNFRSF18,4.142588,7.855934
TNFRSF19,0.320268,0.3717604
TNFRSF1A,78.2176600063516,75.2050681
TNFRSF1B,333.562754388,362.68158
TNFRSF21,1.75558,1.9837
TNFRSF25,17.98143,13.59487111
TNFRSF4,5.003974,5.996242
TNFRSF6B,1.01585,0.4067932
TNFRSF8,7.4186380336415,8.3286076
TNFRSF9,0.560909,0.567067
TNFSF10,42.8701856,59.50853
TNFSF11,0.0626642,0.184451
TNFSF12-TNFSF13,82.441,130.774
TNFSF12,62.942,87.0981
TNFSF13B,56.716404,46.31394
TNFSF13,40.208859,70.52851
TNFSF14,3.13134000179314,1.524984
TNFSF15,0.156829,0.0932843
TNFSF18,0.0,0.167387
TNFSF4,0.92704,1.54663
TNFSF8,19.307,17.4004
TNFSF9,4.078,1.66885
TNF,4.39298,9.7245
TNIK,8.3329057,5.561383
TNIP1,128.004083,149.369454
TNIP2,35.17959,36.4569366698
TNIP3,0.5881752455,0.32100531612823
TNK1,3.1700511637,2.53569636
TNK2,32.925959,36.268929
TNKS1BP1,2.5034,1.8996313
TNKS2,24.294,16.5412
