,pbmc_1,pbmc_10
VAX1,0.0,0.0
VAX2,0.0,0.0
VBP1,36.24351,26.2741
VCAM1,0.0,0.0
VCAN,276.858673,282.7823900079
VCL,47.82249121,42.6153535
VCPIP1,9.0321,7.86003
VCP,87.5196120004357,64.1393490000456
VCX2,0.0,0.0
VCX3A,0.0,0.0
VCX3B,0.0,0.0
VCX,0.0,0.0
VCY,0.0,0.0
VDAC1,85.73278,82.40724
VDAC2,98.842267,96.26498
VDAC3,64.51438,55.882475
VDR,4.974952,4.591066
VEGFA,6.56426,5.86853378752
VEGFB,45.9396,47.4825
VEGFC,0.0422208,0.112203
VENTXP1,0.0256799,0.0
VENTX,6.82924,7.72475
VEPH1,0.1777808,0.250911
VEZF1,23.29475,17.0464
VEZT,15.054920998214,11.691001
VGF,0.0547049,0.0597097
VGLL1,0.0,0.0
VGLL2,0.0,0.0
VGLL3,0.0847997,0.0864885
VGLL4,11.4934448,6.13819
VHLL,0.184,0.0471944
VHL,32.603404,27.08454
VIL1,0.487902,1.23999200005808
VILL,10.651735,9.950816
VIM,1717.506378,2075.851741
VIPAS39,8.331108,6.75355
VIPR1,27.029967655,19.0044098131
VIPR2,0.370016,0.246329
VIP,0.0,0.0
VIT,0.1999097,0.1644428
VKORC1L1,13.29567,6.34209
VKORC1,59.31528,63.73488
VLDLR,0.1336,0.113422
VMA21,11.5265,10.8123
VMAC,6.31356,5.82039
VMO1,1.30007,6.23427
VN1R1,0.189598,0.303347
VN1R2,0.7579,0.545528
VN1R4,0.0,0.0
VNN1,5.48171,3.623497
VNN2,51.4112,78.92606
VNN3,3.4954738,1.027221
VOPP1,97.306331,82.407
VPRBP,6.53992,4.855675
VPREB1,0.0,0.0
VPREB3,32.3492,27.41
VPS11,20.01793,17.70527
VPS13A,3.2188166,1.99399632821
VPS13B,3.939057,2.57308321312
VPS13C,18.0790572302578,15.465452584067
VPS13D,12.457761,12.44346847
VPS16,31.05196,27.610679364
VPS18,12.3032,13.9214
CHMP3,53.49626,46.107636
VPS25,35.5409,32.8545
VPS26A,18.74438,16.17351
VPS26B,47.2628,44.9703
VPS28,141.04143,149.53358
VPS29,55.0028974,50.86695
VPS33A,23.834351,18.956385
VPS33B,6.29143667,5.324974747
VPS35,40.810269,31.010461
VPS36,20.423575,13.9079
VPS37A,4.45968,3.12686
VPS37B,42.5923,43.8368
VPS37C,4.666436,4.13281
VPS37D,0.231164,0.158806
VPS39,23.467114,18.3340350012425
VPS41,10.6868000014235,8.95716
VPS45,14.2719180002288,11.4064529
VPS4A,57.8859,55.6314
VPS4B,27.533437,14.6416750093466
VPS52,10.083537,9.4372
VPS53,5.882148,5.3800693363
VPS54,9.4831071,8.16077460611294
VPS72,42.457725,35.67313
VPS8,10.188425,7.297263
VRK1,15.6569,14.0583
VRK2,14.922843,15.120817466434
VRK3,41.0268471278301,35.3047234167
VSIG10L,0.526765,0.417361
VSIG10,0.85196,0.783999
VSIG1,7.75271,5.44823
VSIG2,1.989963,4.97768
VSIG4,4.7182217,2.532128
VSIG8,0.0,0.0
VSNL1,0.0,0.0
VSTM1,22.50172,69.52265
VSTM2A,0.0,0.0
VSTM2B,0.0,0.0653158
VSTM2L,0.0268845,0.09186
VSX1,0.0090997,0.0
VSX2,0.0,0.0
VTA1,20.31211,12.435503
VTCN1,0.0,0.0
VTI1A,11.50031,9.636396
VTI1B,63.324634,63.28927
VTN,0.0315812,0.0519555
VTRNA1-1,3.1373,3.04385
VTRNA1-2,0.0,0.0
VTRNA1-3,0.0,0.0
VWA1,0.00818175,0.108717
VWA2,0.0689404,0.079844
VWA3A,0.00924221,0.0
VWA3B,0.0,0.06888557
VWA5A,4.16731432,4.0546805
VWA5B1,0.174178,0.149321
VWA5B2,0.09731760236442,0.0
VWC2L,0.0,0.0
VWC2,0.046462,0.0
VWCE,0.159413,0.203171
VWDE,0.10673,0.0
VWF,0.475394,0.866907
WAC,87.532031328496,74.563682
WAPL,27.748319,24.66915076
WARS2,3.67083000169569,2.8345901521667
WARS,131.263907,253.326638
WASF1,1.274306,1.3049
WASF2,181.2015,175.3684
WASF3,0.09319655,0.1905219
WASH5P,9.236266,7.3586353587
WASL,2.52668,1.57198
WAS,172.572,212.702
WBP11P1,0.00636971,0.00718777
WBP11,53.4541,45.6113
WBP1,54.52175,61.984919
WBP2NL,0.152705,0.10383202
WBP2,116.4354798,115.322327
WBP4,7.35043,7.45483
WBP5,1.7369386,1.04693528
WBSCR16,28.492166,22.137163
WBSCR17,0.0,0.0
WBSCR22,80.16741,70.9784754
WBSCR27,0.0582972,0.199192
WBSCR28,0.0,0.0
WDFY1,18.9025,15.0655
WDFY2,6.978067,5.269197
WDFY3,4.772992,3.6104411
WDFY4,22.0174617,24.456432
WDHD1,0.654453,0.654612
WDR11,27.496175,17.132374
WDR12,4.85415,2.9055
WDR13,40.30045,49.527554
CFAP52,0.0,0.0
WDR17,0.4091368647,0.32802350108
WDR18,32.646682,33.722443
WDR19,1.285884,0.937825
WDR1,222.90231,206.149216
WDR20,8.402399,8.48316331535257
WDR24,7.67334,6.38312
WDR25,4.2799012,4.4982417161663
WDR26,39.69863,29.644463
WDR27,2.0159923,1.3629174
WDR31,0.23391502263791,0.241678
WDR33,18.115516,12.550329
WDR34,5.41852,6.184521298538
WDR35,1.16478446,0.753021000843137
WDR36,3.82677,2.21050000057444
WDR37,13.640756,12.2086365988
WDR38,0.0,0.0
WDR3,7.02338,5.28339
WDR41,9.60148500456514,10.46086
WDR43,17.4226,12.3875
WDR44,5.8765800312289,4.54092357
WDR45B,39.55629,37.86703
WDR45,40.453911,39.405491
WDR46,37.85434,32.5463
WDR47,3.537765,2.537538
WDR48,15.42761,9.72039
WDR49,0.114168,0.848245
WDR4,5.0159316,4.02140000089115
CFAP44,0.5531208,0.2524289
WDR53,5.6532,3.92905
WDR54,16.222,12.9253
WDR55,7.16305,5.24138
WDR59,9.082801,8.72095
WDR5B,1.11857,0.976402
WDR5,17.7047,18.4481746
WDR60,9.81871299,8.36270404
WDR61,45.897132,35.6219
WDR62,0.52123839,0.29944824
WDR63,0.0602659,0.0480477
WDR64,0.2200453,0.0264161
CFAP57,0.0,0.0
WDR66,0.0,0.0193018
TBC1D31,5.527103980666,3.4628607348479
DAW1,0.319284,0.180515
WDR6,38.29247,39.23072
WDR70,18.5754,16.5135
WDR72,0.0331967,0.0219783
WDR73,6.124761,5.37015
WDR74,29.905714,29.85106
WDR75,6.007147,3.976991
WDR76,5.66708,4.06723
WDR77,14.577740652737,13.0217
WDR78,0.729667,0.4947581
WDR7,7.3091954,4.9970455
WDR81,19.828156413,20.3285100126073
WDR82,107.317055,77.805039
WDR83,12.10075,12.7627
DPH7,18.365380022,13.113067
WDR86,1.503555,1.059906
WDR87,0.0,0.0
WDR88,0.17414,0.361671
WDR89,6.958707,5.058
WRAP73,13.915257,14.505307
WDR90,1.19939397,1.4718431
WDR91,4.445492,2.985069
WDR92,7.5067068,4.555743
WDR93,0.2310117,0.02893426
WDSUB1,6.766253,7.91438449046
WDTC1,51.652586,51.08377155232
WDYHV1,4.41326,4.277372
WEE1,3.1906642,1.4006959
WEE2,0.0,0.0
WFDC10A,0.0,0.0
WFDC10B,0.0,0.0
WFDC11,0.0,0.0
WFDC12,0.0944626,0.00913031
WFDC13,0.0,0.0
WFDC1,0.0,0.0
WFDC2,0.189273,0.0
WFDC3,0.314972,0.0
WFDC5,0.0,0.0
WFDC6,0.0,0.0
WFDC8,0.0639048,0.322854
WFDC9,0.0,0.0
WFIKKN1,0.171255,0.2190039
WFIKKN2,0.0591667,0.0
WFS1,2.60302228,1.6036182704
WHAMM,11.8112,11.4424
WHSC1L1,39.928082034,33.4467323
WHSC1,7.55328899704605,7.079642
NELFA,21.046463,20.987014
PYM1,38.97033,32.9585487
WIF1,0.0,0.0
WIPF1,166.109635,131.83054
WIPF2,15.4095002159831,12.921890132886
WIPF3,0.0,0.0
WIPI1,10.92642,11.45671
WIPI2,38.565495,35.894737
WISP1,0.0,0.0
WISP2,0.466773,0.4650052
WISP3,0.115275,0.0
WIZ,10.03151,9.604482
WLS,14.390065,13.774292
WNK1,38.2327253242,26.67935
WNK2,0.0505901,0.096001552238
WNK3,0.0233888,0.0384286
WNK4,0.500698,0.154107
WNT10A,1.69246,1.9835
WNT10B,0.601004,0.471968
WNT11,0.278583,0.681073
WNT16,0.2823239,0.412656
WNT1,1.04198,0.442125
WNT2B,0.0631939,0.0
WNT2,0.0,0.0
WNT3A,0.0,0.0
WNT3,0.153785,0.053893
WNT4,0.0905002339,0.0648525648
WNT5A,0.034360223,0.0
WNT5B,1.60339000008196,1.14136
WNT6,0.0518381,0.413285
WNT7A,5.81873,3.07552
WNT7B,0.116522,0.112082
WNT8A,0.0590664,0.0
WNT8B,0.0352009,0.0735017
WNT9A,0.0,0.0
WNT9B,0.591187,0.240663
WRAP53,10.338971,11.864268
WRB,8.3311562,9.588416
WRNIP1,29.804500146615,28.5465000956123
WRN,2.568082,0.88198595
WSB1,30.79211115435,31.204919
WSB2,22.804907,25.90548
WSCD1,0.0335221,0.0474355
WSCD2,0.14894448,0.0
WT1,0.0295889,0.00277117
WTAP,86.6769706,70.61098818623
WTIP,0.0158924,0.0
WWC1,0.49729559,0.8109647
WWC2,1.26837,0.757406
WWC3,11.73836,8.9022
WWOX,6.55412500268054,6.08991
WWP1,39.263841,27.759215
WWP2,37.8365970338319,35.1690200000263
WWTR1,0.144978,0.0697789
XAB2,31.7675,35.4531
XAF1,42.636142,42.78354888
XAGE2,0.0,0.0
XAGE3,0.0,0.0
XAGE5,0.0,0.0
XBP1,170.375,137.46356
XCL1,2.22244,1.66368
XCL2,5.18772,7.58555
XCR1,0.34208,0.122803
XDH,0.012078,0.0687808
XG,0.054335,0.0
XIAP,10.50883,8.202968
XIRP1,0.0,0.0
XIRP2,0.0269787,0.0
XIST,6.36527,0.00582904
XKR3,0.0,0.0
XKR4,0.0,0.0
XKR5,0.350409,0.259989
XKR6,1.19053,1.13171
XKR7,0.0598444,0.0704314
XKR8,24.5695,24.3944
XKR9,0.550058,0.4769413
XKRX,0.128275,0.143779
XK,0.540463,0.602652
XPA,24.283102,18.2273
XPC,25.5816,19.880034159607
XPNPEP1,17.56206,19.308132
XPNPEP2,0.505536,0.431338
XPNPEP3,3.90606800006159,4.500406
XPO1,56.928418,45.789864
XPO4,5.778115,3.79997
XPO5,5.24323,3.70728
XPO6,61.3919039734,56.1216400764845
XPO7,18.555555,15.1112
XPOT,29.5431,22.7793
XPR1,5.912322,3.548149
XRCC1,29.55863,28.89906
XRCC2,0.538192,0.453342
XRCC3,4.79533535741,3.961437
XRCC4,7.310053,6.84062
XRCC5,160.378815,128.24747
XRCC6BP1,4.61123,10.0355
XRCC6,252.509256,216.37009
XRN1,8.45841179070167,6.336571725274
XRN2,62.28755323533,51.247589
XRRA1,2.13890970012724,2.4575971148
XYLB,0.6122662197,0.2172726
XYLT1,7.99028,6.19505
XYLT2,10.334523147,8.7063890187
YAF2,7.60733,6.5077462
YAP1,0.0761016,0.0743142
YARS2,5.86551,6.3386
YARS,36.63013,31.57745
YBX1,798.363,862.179
YBX2,0.0557927,0.0
YDJC,43.6645,41.69259
YEATS2,7.54466,6.229849
YEATS4,16.2458,13.9808
YES1,1.974244,1.0893600389422
YIF1A,41.52436,43.941793
YIF1B,57.185472,64.995542
YIPF1,20.78268132,21.244201
YIPF2,24.1433,21.23012
YIPF3,66.712627,69.01315
YIPF4,12.2184,7.92005
YIPF5,13.287988,11.4982
YIPF6,6.70374,4.82312
YIPF7,0.0,0.0
YJEFN3,0.1749249,0.4411352
YKT6,49.05831,57.55439
YLPM1,15.31906,12.163516
YME1L1,67.500912,47.499553
YOD1,1.89426,1.65886
YPEL1,7.47577,4.78257
YPEL2,8.1410003,7.73611
YPEL3,237.70907,293.254919
YPEL4,0.410051,0.35925
YPEL5,99.791623,106.868523010039
YRDC,17.8422,16.8878
MAP3K19,0.0,0.0
YTHDC1,19.2749000060232,13.5580000001269
YTHDC2,3.8264848,2.64379
YTHDF1,25.6649,24.6656
YTHDF2,40.3773440308665,36.548610198901
YTHDF3,14.1938752,11.4741990025378
YWHAB,410.7171,320.0338
YWHAE,106.14432,103.82786
YWHAG,21.1647,13.8004
YWHAH,67.029976741551,75.4904349
YWHAQ,157.309393,132.51843
YWHAZ,469.650450004614,420.968085
YY1AP1,44.1346321609725,41.3493960746134
YY1,66.9553,55.8881
YY2,0.880763,0.449893
ZACN,0.0459228,0.13661780606277
ZADH2,13.150852,15.7845554
ZAN,0.0,0.0
ZAP70,72.13302,57.11394
ZAR1L,0.0,0.0
ZAR1,0.0,0.0
ZBBX,0.0,0.0
ZBED1,31.5752,36.63628
ZBED2,0.264312,0.185487
ZBED3,3.19253,1.71711
ZBED4,10.2756,8.71836
ZBED5,11.650048,8.918339
ZBP1,11.85158,10.82
ZBTB10,7.31015887662,8.7040420173
ZBTB11,8.0326,6.40846
ZBTB12,1.40946,1.5405
ZBTB16,4.600691,4.271979
ZBTB17,8.33619170024098,7.3321164004
ZBTB1,39.914473,31.78995
ZBTB20,1.9017996,1.619885
ZBTB22,25.234813217,26.3624
ZBTB24,25.37876761181,21.515846
ZBTB25,15.02364,14.170917
ZBTB26,2.27301,1.663
ZBTB2,18.085,15.2365
ZBTB32,1.93765,0.67571
ZBTB33,10.600408,8.4261
ZBTB34,2.65178,2.14919
ZBTB37,0.998211,0.898823
ZBTB38,10.21858199,6.27075713
ZBTB39,2.7401,1.94751
ZBTB3,1.00633,0.734436
ZBTB40,3.7122808,3.27398
ZBTB41,1.8485400103872,1.199990779409
ZBTB42,1.51816,1.69285
ZBTB43,2.34451,2.126537
ZBTB44,21.0297227,18.0634797
ZBTB45,7.042962,7.30995
ZBTB46,0.751196,0.673544
ZBTB47,1.94609,2.71739
ZBTB48,9.582066,9.316543
ZBTB49,2.980352,2.307358
ZBTB4,33.26893,26.09194
ZBTB5,2.49761,2.07731
ZBTB6,3.79347,2.1819
ZBTB7A,46.0733,38.5192
ZBTB7B,49.31821,53.0477
ZBTB7C,0.161463,0.1993491
ZBTB8A,0.780661,0.536888
ZBTB8B,0.0173074,0.0345087
ZBTB8OS,29.55561,27.34092
ZBTB9,1.70513,1.59761
ZC3H10,2.11475,1.59945
ZC3H11A,40.5497192638,36.8898200002154
ZC3H12A,10.15452,10.99292
ZC3H12B,0.46343,0.218352
ZC3H12C,0.32476858519,0.102555473443
ZC3H12D,3.726126,3.026211
ZC3H13,33.277067,26.795804
ZC3H14,12.25320306,9.325756
ZC3H15,58.5833,47.9496
ZC3H18,27.580496,19.64477
ZC3H3,17.778,16.7698
ZC3H4,18.09067,15.87479
ZC3H6,9.84221,9.43845
ZC3H7A,34.430508565,32.5329
ZC3H7B,25.089286,26.463493
ZC3H8,6.38454,4.81014
ZC3HAV1L,0.652991,0.349136
ZC3HAV1,60.98607,50.10724
ZC3HC1,6.25671,5.08572900005864
ZC4H2,4.5810264,5.6897788
ZCCHC10,13.754085,13.716806
ZCCHC11,8.019754,5.0316916
ZCCHC12,0.0,0.0786917
ZCCHC13,0.0,0.0
ZCCHC14,4.948791,3.688065
ZCCHC16,0.075712,0.158586
ZCCHC17,28.820395001487,27.55225
ZCCHC18,2.93776,1.81857
ZCCHC24,4.23134,3.56034000523664
ZCCHC2,7.268066,5.751794
ZCCHC3,23.5039,23.4703
ZCCHC4,2.90644,2.28936
ZCCHC5,0.0,0.0
ZCCHC6,13.2128621,9.3179116998
ZCCHC7,21.497131,20.34245
ZCCHC8,11.8092697,8.876661
ZCCHC9,17.99933,10.6499
ZCRB1,30.7032,27.7102
ZCWPW1,5.765266,6.6978906
ZCWPW2,0.707261,0.0733741
ZDBF2,1.33705,0.653333
ZDHHC11,0.367799,0.1756166
ZDHHC12,37.87122,43.74461
ZDHHC13,3.37256,2.301524
ZDHHC14,2.98196266,4.2063055
ZDHHC15,0.257175089,0.155004057
ZDHHC16,11.8189670334019,12.3681048717372
ZDHHC17,7.3686919,6.740519
ZDHHC18,31.3745,28.0905
ZDHHC19,0.2415046,0.3538925
ZDHHC1,12.407,11.8719
ZDHHC20,31.848073,22.623333
ZDHHC21,2.32229,1.3772
ZDHHC22,0.0,0.0
ZDHHC23,0.6401483,0.389508000205504
ZDHHC24,25.42548,24.057077
ZDHHC2,22.2512,16.4131
ZDHHC3,12.0515845,11.5355218
ZDHHC4,34.018977,33.588954
ZDHHC5,29.570104,25.3325
ZDHHC6,21.743306,12.26640151115
ZDHHC7,89.403,96.32057
ZDHHC8,12.102741,12.00582
ZDHHC9,1.866577,1.88262
ZEB1,8.9161920727888,7.46827420947291
ZEB2,35.28334073,35.851314
ZER1,26.4282,25.0805
ZFAND1,29.74084,22.0775
ZFAND2A,28.75008,32.68166
ZFAND2B,38.93296,34.916928
ZFAND3,44.29,51.4298
ZFAND5,51.011252,48.76215513313
ZFAND6,50.306647,36.007478
ZFAT-AS1,0.0,0.0
ZFAT,4.81594368,5.08876655029
ZFC3H1,9.368854,7.87635
ZFHX3,3.04866,3.593763
ZFHX4,0.0,0.000702492
ZNF106,36.37662,29.36336
ZNF112,0.112351,0.0214445254259494
ZFP14,1.509563,0.937922
ZBTB14,11.5696780004316,10.720566
ZFP1,4.39024696139504,3.14333
ZFP28,1.451731,1.0438206
ZFP2,1.06047070824284,0.89941
ZFP30,0.749496127317,0.580663
ZFP36L1,109.9125,88.8221
ZFP36L2,458.1,336.889
ZFP36,273.46919,277.8053
ZFP37,0.601109,0.4710888
ZFP3,1.41707,1.00065
ZFP41,3.90109,2.572326
ZFP42,0.51559343,0.527278
ZFP57,1.11018,0.0
ZFP62,7.04223000188764,6.296968
ZFP64,6.50482,5.81992678
ZFP82,2.76039,1.78206
ZFP90,8.496524,5.8779714
ZFP91,25.43217,22.04483137
ZFP92,0.0570133,0.243506
ZFPL1,19.437089869,22.23953
ZFPM1,12.4758,13.0974
ZFPM2,0.0,0.0
ZFR2,0.818938,0.725365
ZFR,27.422007,22.3442656047
ZFX,14.446865,7.522667
ZFYVE16,4.4680963857,2.7625350466138
ZFYVE19,8.66824,13.389112
ZFYVE1,5.26025,3.68396524
RBSN,5.51309,4.09136
ZFYVE21,10.82425,11.2125557
ZFYVE26,4.381587,2.5535807
ZFYVE27,12.9642,9.5144145222812
ZFYVE28,6.9369834,6.619436
ZFYVE9,0.79505,0.522522
ZFY,0.486545,5.3602031
ZG16B,1.89253,2.74866
ZG16,0.0,0.0
ZGLP1,2.38143,1.24885
ZGPAT,31.563674,34.18235
ZHX1,7.83511,5.943055
ZHX2,15.9434,14.5978
ZHX3,1.693264,1.41970773748956
ZIC1,0.0,0.0
ZIC2,0.0,0.00246936
ZIC3,0.004402,0.0
ZIC4,0.0,0.0
ZIC5,0.0246631,0.0228953
ZIK1,2.446482,2.439764743
ZIM2,0.0,0.0
ZIM3,0.119944,0.192461
ZKSCAN1,15.388243,11.058502
ZKSCAN2,0.75826600152556,0.732854
ZKSCAN3,1.71724,1.098256
ZKSCAN4,2.531426,1.787575
ZKSCAN5,3.861037,2.902936
ZMAT1,4.272997,2.231058
ZMAT2,96.2108,90.0074
ZMAT3,7.6372683,6.08838
ZMAT4,0.212796,0.591818
ZMAT5,29.900192,30.23773
ZMIZ1,26.884568,25.5371559001082
ZMIZ2,17.603002,17.105492001197
ZMPSTE24,14.4135,10.1528
ZMYM1,3.46103669676,2.53412107864519
ZMYM2,10.433158,9.4648587130165
ZMYM3,10.040419,10.899710349
ZMYM4,6.72297,4.41730591
ZMYM5,8.80239,8.517524
ZMYM6,7.391547,4.7366403
ZMYND10,0.3057627,0.48291070966
ZMYND11,24.0663101881,18.8378210148
ZMYND12,0.2648688,0.410608
ZMYND15,0.4800644,1.068898
MSS51,1.00062,0.525119
ZMYND19,13.3081,11.0493
ZMYND8,20.6198243405994,14.4511524387036
ZNF100,1.91313,2.032433
ZNF101,24.771154,27.751303
ZNF107,4.006869,3.375876
ZNF10,1.222903,0.896827
ZNF114,0.278363,0.299968
ZNF117,2.673246,1.517521
ZNF121,2.3777022,2.224426
ZNF124,2.559692,2.160631
ZNF12,4.674668951,3.066494
ZNF131,26.413878,21.246517
ZNF132,0.734912,0.414153
ZNF133,4.00978502384581,2.8818381226
ZNF134,5.809831,6.8811
ZNF135,0.656599,0.487788
ZNF136,4.26077,2.98859
ZNF138,3.720843,3.015203
ZNF140,5.22183835,2.45926
ZNF141,6.441001,4.093283
ZNF142,5.755300228717,4.1693107
ZNF143,12.60015,9.75191
ZNF146,29.07409,16.2404400080393
ZNF148,11.734138,8.9747738399
ZNF14,3.68871,3.12408
ZNF154,2.495564,0.74592
ZNF155,1.40714,1.368555
ZNF157,0.0519956,0.17766
ZNF160,9.207897,5.74433785
ZNF165,0.3137777,0.27522
ZKSCAN7,1.781261,1.2276584
ZNF169,1.990486,1.755878
ZNF16,2.606563,2.547822
ZNF174,5.44011,4.38766
ZNF175,1.44802,0.840264
ZNF177,0.451177,0.342401
ZNF17,2.204346,1.1681618988
ZNF180,4.46114300090882,2.658717
ZNF181,3.976845,3.58214
ZNF182,3.034622,2.06701249507
ZNF184,3.8919,1.906608
ZNF185,21.579857,21.397688639
ZSCAN26,5.05804606351,3.028916
ZNF189,4.620187,3.312119
ZNF18,6.01878,4.045053
ZKSCAN8,2.1248998286,1.19971000009033
ZSCAN9,2.0518930165797,1.99259
ZNF195,7.04307950015664,5.45820830788572
ZNF197,6.47084874921,3.81169293855
ZNF19,0.264102263,0.412449908
ZNF200,3.005696,1.282456
ZNF202,3.707657992,2.70687212
ZNF205,1.03999,2.2657
ZNF207,87.015763,65.275048
ZNF208,0.364253,0.0716783
ZNF20,0.724257233084,0.857125
ZNF211,8.844134188773,7.92319027305269
ZNF212,4.32241,3.03548
ZNF213,7.286901048,7.657202
ZNF214,0.0,0.1018641
ZNF215,0.386642,0.471587
ZNF217,16.966799,14.457127
ZNF219,4.3327900284519,6.2231300300387
ZNF221,0.389772,0.28385
ZNF222,1.10334848053,1.158531
ZNF223,1.16726,0.485909
ZNF224,3.42734,2.86608
ZNF225,1.50032,1.06146
ZNF226,8.6608776,7.92882
ZNF227,5.5841323104828,4.4262050799531
ZNF229,0.443423,0.274973
ZNF22,27.6049,21.2499
ZNF230,1.10087,0.81274
ZNF232,3.563447,2.102695
ZNF233,0.200402,0.0689496
ZNF234,1.569475,0.910909
ZNF235,1.735939,1.009160428
ZNF236,2.226653,1.926766
ZBTB18,22.07471,17.8734
ZNF239,0.636681,0.186294
ZNF23,4.111672,2.790167
ZNF248,1.8141756,1.792742
ZNF24,23.651,18.69953
ZNF250,0.6694697202945,0.7385727146
ZNF251,4.95462,3.44999
ZNF252P,5.06215,2.94577
ZNF253,2.7699,1.589545
ZNF254,3.233037,1.918952
ZNF256,3.61598,2.590102
ZNF257,0.762448,0.416703
ZPR1,23.2979,17.80038
ZNF25,5.8845800325727,4.04884
ZNF260,2.5734247376,1.103789
ZNF263,22.372904,15.762917
ZNF264,3.43196,2.70384
ZNF266,18.3345,19.064323
ZNF267,7.35345,5.72722
ZNF268,2.958157,2.75150876016219
ZNF26,6.39127,5.34506
ZNF271P,8.7945756,7.0087851
ZNF273,2.9548037,3.118942
ZNF274,11.440893442604,8.81923443
ZNF275,4.0924882,3.1855718
ZNF276,25.1381830316,18.0287745605749
ZNF277,24.463789,20.17313
ZNF280A,0.0,0.0
ZNF280B,0.690126,0.320355
ZNF280C,1.23215,0.816418
ZNF281,12.8665738,12.2198690024688
ZNF282,11.890999,14.10419
ZNF283,1.717337,0.871302
ZNF284,0.772816,0.66768
ZNF285,0.999216,0.44761953041
ZNF286A,2.556767,1.541133221687
ZNF286B,0.722252,0.614706
ZNF287,1.54192,1.7623
ZNF28,2.0332915,1.60914
ZNF292,8.841051,5.497321
ZBTB21,2.62622284,2.1051965
ZNF296,14.3758,26.4171
ZNF2,1.7935447,1.24373
ZNF300,0.252109,0.572149
ZNF302,9.116116,7.38881
ZNF304,2.0713605,1.06135
ZNF30,2.940395,0.9194047143
ZNF311,0.0283493,0.1630305
ZNF317,16.591659,14.303692
ZNF318,18.12032,14.782144
ZNF319,11.9242,11.6649
ZNF320,2.481726,1.308826
ZNF321P,1.3256,0.94353222
ZNF322,2.22559,1.02583
ZSCAN31,0.2157152391,0.1449157141
ZNF324B,1.688131,1.653192
ZNF324,4.027933,3.56552
ZNF326,5.364279,4.020817
ZNF329,4.529561,3.437663
ZNF32,39.6696,36.642349
ZNF330,14.87582,12.88
ZNF331,4.253815,3.218012
ZNF333,6.651168,6.480461
ZNF334,0.28479,0.0553936
ZNF335,8.56367,7.673486
ZNF337,5.46899243659,2.96745259
ZNF33A,6.79668500803064,5.47985893879
ZNF33B,10.9568672,8.4671198
ZNF341,3.742397,3.489938764
ZNF343,1.76937,1.86423500015417
ZNF345,5.04955,2.72746
ZNF346,5.21042,4.464529
ZNF347,1.673223,1.03326
ZNF34,3.33627,3.720121
ZNF350,6.06242,3.81284
ZNF354A,8.64669,5.28845
ZNF354B,3.38453,2.927998
ZNF354C,1.03197,0.749989
ZNF358,17.2603,25.6467
ZNF35,1.610548,1.00306
ZNF362,20.6314,16.6495
ZNF365,1.577119,0.5989503
ZNF366,0.383702,0.179104
ZNF367,2.0071158,1.730732
ZNF37A,2.6887323995,1.849678
ZNF37BP,1.0129002,0.751917807
ZNF382,1.220322,0.85198982484
ZNF383,3.716019,2.620937
ZNF384,29.196147,18.769456
ZNF385A,99.993728,132.6914806085
ZNF385B,0.0,0.0
ZNF385D,0.0583194,0.151296
ZNF192P1,0.269137,0.310619
ZNF391,1.123584,0.645975
ZNF394,36.19649,34.80258
ZNF395,32.28887,26.81359
ZNF396,0.0499908,0.26096
ZSCAN30,4.5121378,3.482901
ZNF397,5.047193789,3.41016401268
ZNF398,4.711481,4.2233347821
ZNF3,9.49154,5.74139
ZNF404,1.76707,0.960968
ZNF407,4.9458761,3.820729
ZNF408,9.73987,11.43945
ZNF410,30.287172,24.6061643737846
ZNF414,22.5883001,20.2936209426
ZNF415,0.130231688649194,0.866007
ZNF416,2.51969,2.0894
ZNF417,1.30046,0.711078
ZNF418,1.56739591461,0.547354
ZNF419,2.62775041275872,2.02260400004395
ZNF41,6.3162861,3.71623
ZNF420,3.05173,2.688
ZNF423,0.00395444,0.0
ZNF425,0.672608,0.374015
ZNF426,3.26875,2.786144
ZNF428,41.3472,41.9959
ZNF429,3.026014,3.496635
ZNF430,9.34292,5.39777000003067
ZNF431,4.0340040608,2.8948100280783
ZNF432,1.4314,0.530552
ZNF433,0.548959000115781,0.546405
ZSCAN32,6.539056,4.912273
ZNF436,1.26806,1.38636
ZNF438,3.833232,3.986688
ZNF439,3.43724,1.837014
ZNF43,3.293703,2.925000190884
ZNF440,1.42233,1.56011
ZNF441,1.65294,1.14803
ZNF442,0.160364,0.135282
ZNF443,0.446519,0.384214
ZNF444,15.68969,13.1852
ZNF445,1.96099,1.639404535
ZNF446,5.49828,5.443928
ZNF449,2.0081959,1.4695645725
ZNF44,8.834768,5.615408
ZNF451,9.35251870540781,6.520636
ZNF454,0.0912544,0.0853437
ZNF45,4.205487,3.283435293
ZNF460,0.488307,0.474139
ZNF461,0.87479481067,0.8514580348152
ZNF462,0.3667176,0.090343
ZNF467,65.5683,101.7087
ZNF468,3.340397,2.7465623
ZNF469,0.815756,0.469243
ZNF470,0.883599,0.437959
ZNF471,0.458629,0.217092
ZNF473,1.930352,1.1122764
ZNF474,0.0360537,0.0444851
ZNF479,0.0,0.0
ZNF480,4.644635,2.925627
ZNF483,2.522139,2.308527
ZNF484,1.38338800852644,0.803669
ZNF485,1.83605,0.745428
ZNF486,1.53646,1.64644
ZNF488,0.0,0.0
ZNF48,9.93495,7.466
ZNF490,2.67454,2.06551
